,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
809,e495b1,1714077405,,1714079039,SBKP,AZU4630 ,,,5950.0,199.0,0,4
810,7c3a00,1714078152,,1714079969,YBBN,QLK319D ,,,2794.0,42.0,0,2
811,a00cde,1714078487,KMGW,1714079114,KMGW,N102HN  ,7356.0,75.0,17032.0,259.0,0,5
812,a046e7,1714077824,K06C,1714081873,KGYY,N117HD  ,3627.0,121.0,2591.0,246.0,0,6
813,a06181,1714076883,KFXE,1714081436,KFXE,N1232M  ,7754.0,742.0,6370.0,247.0,1,4
814,a0b6cc,1714075325,KTEB,1714080127,KPTK,N145RT  ,983.0,35.0,3979.0,67.0,0,9
815,a0f714,1714077570,KADS,1714081054,KADS,TRF561  ,82.0,85.0,1690.0,62.0,2,15
816,a25d36,1714075783,KLAS,1714078181,,SWA274  ,992.0,43.0,,,2,0
817,a25eac,1714077607,KISP,1714079069,KISP,N2518G  ,6208.0,30.0,4832.0,30.0,0,2
818,a27191,1714075590,KMO6,1714076232,KSUS,CXK1066 ,2096.0,369.0,2605.0,41.0,0,9
819,a1b632,1714080793,KUKF,1714081756,KHKY,N20929  ,1174.0,121.0,1937.0,3.0,0,9
820,a1b632,1714076914,VA85,1714078963,3NC7,N20929  ,10285.0,1487.0,18609.0,624.0,0,2
821,a1da0f,1714079870,KRBD,1714081377,2TS4,N2183V  ,1360.0,73.0,11774.0,458.0,1,8
822,a1da0f,1714078131,4TX5,1714079214,KRBD,N2183V  ,8380.0,425.0,1975.0,103.0,1,10
823,a3264a,1714075860,KSAV,1714081929,KDZJ,N3016Y  ,2331.0,220.0,13515.0,728.0,0,5
824,a2f5ad,1714077631,KBOS,1714081181,ME41,KAP3113 ,26.0,67.0,19925.0,1103.0,0,1
825,a44d22,1714078614,KAKH,1714080965,KAKH,N3765F  ,2171.0,236.0,3672.0,213.0,0,4
826,a3da0d,1714077488,K0S9,1714081318,KPLU,N34727  ,843.0,127.0,1774.0,156.0,5,16
827,a3f7ee,1714077004,KU30,1714078554,KLAS,N355FS  ,10482.0,1021.0,1628.0,43.0,0,3
828,a53b11,1714077384,KC77,1714078816,64IL,N436T   ,4929.0,439.0,695.0,460.0,5,39
829,a6587b,1714075650,,1714076800,KFLL,JBU38   ,,,3070.0,96.0,0,4
830,a665a0,1714079612,WA35,1714080713,KBLI,N511EX  ,4712.0,542.0,1557.0,77.0,5,9
831,a69d36,1714079102,KSYR,1714081977,KABE,N525TM  ,9517.0,953.0,896.0,81.0,1,16
832,a5a187,1714076797,K22N,1714078430,KWBW,N462FA  ,1982.0,218.0,7005.0,794.0,6,6
833,a709ae,1714078791,KDAB,1714081689,KDAB,JED147  ,394.0,10.0,584.0,17.0,2,11
834,a72bda,1714075908,CYYZ,1714081626,KCLT,JIA5076 ,1152.0,135.0,8068.0,313.0,1,8
835,a7523c,1714079721,,1714080632,,N571BC  ,,,,,0,0
836,a765e3,1714075716,K55J,1714076897,KCRG,LFA327  ,10293.0,871.0,4431.0,162.0,3,8
837,a85f72,1714077760,KLZU,1714079445,1GE4,N639CW  ,785.0,4.0,9981.0,1600.0,0,8
838,a87e75,1714080621,KLVK,1714082189,KSJC,N6464M  ,2353.0,342.0,1188.0,11.0,1,3
839,a95c96,1714078620,KSRQ,1714081758,KSAV,N702GD  ,80.0,51.0,6100.0,213.0,0,5
840,aa3776,1714078218,KU42,1714081407,KU42,N75776  ,771.0,28.0,450.0,58.0,1,6
841,aa4e1c,1714078216,KRYY,1714079746,KAGS,EJA763  ,2675.0,353.0,8503.0,497.0,1,5
842,ab10cf,1714079223,3NK5,1714082277,KPHL,VTE3903 ,3306.0,859.0,6513.0,171.0,4,11
843,aae091,1714075771,KRBD,1714078720,TA61,JKA80   ,347.0,42.0,9746.0,1412.0,1,10
844,ac0b7f,1714076836,,1714082160,KMIA,UAL2499 ,,,5616.0,157.0,0,7
845,ad0022,1714078861,KORD,1714080437,KMSN,SKW5427 ,2101.0,168.0,425.0,87.0,1,22
846,ad2dd2,1714077818,KAAS,1714081855,36II,N9484P  ,6010.0,1616.0,2591.0,197.0,0,21
847,ad78ed,1714079020,81OH,1714080235,KLUK,N9673E  ,7612.0,586.0,1382.0,55.0,4,9
848,ad78ed,1714076799,KLUK,1714077718,81OH,N9673E  ,445.0,86.0,17931.0,586.0,0,6
849,acc1f9,1714077900,,1714079570,KPHX,N921AZ  ,,,1847.0,27.0,0,10
850,acd54d,1714078896,KCLL,1714082109,KMDD,XSR926  ,7217.0,1220.0,8175.0,669.0,2,7
851,acf76f,1714075705,KPOC,1714077115,KPOC,CXK484  ,677.0,27.0,2322.0,88.0,1,5
852,ae4ff3,1714079764,,1714080433,KNIP,VVAJ704 ,,,4032.0,1.0,0,8
853,adcccc,1714075732,KPNE,1714078955,OH03,N989CG  ,436.0,51.0,1570.0,1385.0,0,14
854,c0197e,1714076220,KPHL,1714080267,CYUL,JZA860  ,3434.0,324.0,3055.0,5.0,1,2
855,c81a75,1714077080,,1714080509,NZWK,ZKINP   ,,,611.0,54.0,0,0
856,e8026d,1714077920,SPJC,1714081559,SPST,LPE2087 ,915.0,171.0,58.0,39.0,3,3
857,345612,1714077338,,1714078065,,VOE4134 ,,,,,0,0
858,440d4c,1714078022,LSZM,1714081322,EBLG,TAY7VA  ,417.0,50.0,2298.0,111.0,1,3
859,717c85,1714076617,,1714081578,OMDB,SVA592  ,,,2725.0,57.0,0,2
860,801606,1714080725,,1714081397,OMSJ,AXB171  ,,,1587.0,65.0,0,1
861,7c6a8d,1714075491,YSSY,1714079746,YBBN,VOZ901  ,2435.0,44.0,1571.0,57.0,0,2
862,a069b2,1714076284,KAJO,1714077715,KAJO,N12577  ,856.0,50.0,2275.0,111.0,1,7
863,a14c14,1714075204,,1714081085,KORL,N183CS  ,,,2548.0,56.0,0,6
864,a36faa,1714077326,KBOI,1714080059,2ID6,N320PW  ,1672.0,161.0,1940.0,524.0,2,4
865,a2b047,1714078313,KSFF,1714081040,KSFF,N2720E  ,502.0,105.0,1410.0,105.0,3,18
866,a2e4ce,1714076193,KDEN,1714077567,,LYM3583 ,3978.0,150.0,,,4,0
867,a435c0,1714076711,KBOW,1714080852,KHWO,N370WA  ,4712.0,358.0,1383.0,35.0,2,4
868,a4972c,1714077164,ESMS,1714080952,EDDK,UPS285  ,3201.0,575.0,2316.0,98.0,0,2
869,a3a155,1714075672,KGRR,1714080907,KATL,DAL2885 ,1492.0,70.0,3060.0,7.0,4,20
870,a72f91,1714076169,KCLT,1714079518,KCVG,JIA5455 ,2967.0,259.0,3291.0,36.0,0,11
871,a7798b,1714077392,,1714078547,3MS9,N5809R  ,,,11958.0,423.0,0,2
872,a83839,1714076053,,1714078797,KDFW,FFT3197 ,,,4209.0,165.0,0,21
873,a88c55,1714077862,KCMH,1714078970,OH32,FFL693  ,1824.0,86.0,6092.0,2069.0,0,15
874,a921f1,1714076227,KSFB,1714081441,KSFB,LFA545  ,3382.0,364.0,3142.0,112.0,2,10
875,ab1046,1714077180,KTTA,1714081069,KHLX,N8116J  ,438.0,8.0,15238.0,1076.0,1,1
876,ab4ea1,1714081000,KVNY,1714082176,KVNY,N828AP  ,580.0,31.0,730.0,0.0,2,3
877,ab4ea1,1714075851,KVNY,1714077058,KVNY,N828AP  ,578.0,31.0,700.0,31.0,2,3
878,ac4675,1714078988,64KY,1714082072,64KY,N890MP  ,2541.0,57.0,2576.0,57.0,2,10
879,ac51bf,1714078037,K61B,1714078835,KU30,N893PA  ,10311.0,243.0,12520.0,625.0,0,0
880,abfbaf,1714077306,KPNE,1714078927,KRDG,N871ST  ,753.0,32.0,4524.0,588.0,0,15
881,acab43,1714077111,,1714079432,IA33,N915WS  ,,,25113.0,1752.0,0,3
882,ae5a3e,1714075522,KFCS,1714079847,KFCS,R08446  ,1247.0,95.0,2068.0,163.0,0,1
883,e80609,1714076712,SPJC,1714079239,SPQR,JAP7320 ,824.0,11.0,15407.0,2260.0,3,0
884,0d0f91,1714080510,,1714082308,MMTJ,VIV7071 ,,,2358.0,10.0,0,3
885,45ac32,1714079370,EKCH,1714080955,EKYT,SAS1225 ,2535.0,375.0,3879.0,202.0,0,0
886,47c11b,1714075485,ENZV,1714076803,,NOR452  ,7070.0,547.0,,,0,0
887,4d24b2,1714077567,LGTS,1714080523,LROP,WMT936  ,841.0,122.0,4985.0,163.0,1,2
888,872742,1714078332,,1714080980,RJTT,ANA892  ,,,5257.0,164.0,0,1
889,7c39f6,1714075327,YBBN,1714077164,,QLK332D ,1236.0,3.0,,,0,0
890,7c68c7,1714079469,,1714081354,YBBN,QFA1999 ,,,3053.0,42.0,0,2
891,8a09f6,1714077014,,1714080572,WSSS,MYU936  ,,,5225.0,191.0,0,4
892,a007f2,1714078590,KGVL,1714081928,KGVL,N1006V  ,3865.0,571.0,3023.0,235.0,0,5
893,a09d9a,1714075893,KPUB,1714080215,KPWA,N139L   ,7529.0,251.0,1405.0,83.0,1,10
894,a1279f,1714077222,KBTP,1714079653,KBTP,N1737   ,317.0,75.0,874.0,75.0,5,17
895,a2421d,1714075892,KAPA,1714077848,KAPA,N2446Z  ,198.0,88.0,1976.0,134.0,0,8
896,a24d56,1714080100,K4J6,1714081250,KCRG,CXK201  ,3384.0,1212.0,6517.0,261.0,1,8
897,a24d56,1714076010,KCRG,1714077009,GA20,CXK201  ,4844.0,536.0,2867.0,1484.0,1,4
898,a289b2,1714076773,KAPA,1714079888,2CO5,N26264  ,220.0,126.0,7501.0,710.0,0,4
899,a1f822,1714078000,KDTW,1714080014,14MI,RPA5867 ,2511.0,92.0,2522.0,53.0,1,9
900,a364f8,1714076370,KRIC,1714076974,KFCI,N318EL  ,1787.0,124.0,2250.0,19.0,2,8
901,a35f21,1714079301,,1714080912,KSGF,N316WT  ,,,1750.0,5.0,0,11
902,a396a4,1714076031,,1714077035,KMSY,ERH330  ,,,976.0,31.0,0,5
903,a2cbc5,1714075354,KOCF,1714081175,KCEW,N28BK   ,474.0,10.0,2120.0,26.0,2,11
904,a41b20,1714079226,KSNC,1714080203,KHVN,N36393  ,4721.0,452.0,2673.0,3.0,1,4
905,a43e63,1714078699,KCHA,1714081965,SC51,N3726   ,1976.0,165.0,3600.0,688.0,0,5
906,a5106e,1714076452,KCVG,1714081621,KLGA,RPA4803 ,1829.0,8.0,1418.0,59.0,2,3
907,a54b11,1714079480,16FD,1714080953,KDAB,ERU440  ,14859.0,557.0,2658.0,35.0,0,11
908,a4de3a,1714080782,KDVO,1714082152,KPAO,N4122P  ,2810.0,319.0,116.0,62.0,1,6
909,a4def4,1714076282,KSNA,1714076998,KSNA,N41270  ,1746.0,165.0,4521.0,165.0,0,2
910,a6049b,1714079210,KBWI,1714081769,KISP,SWA790  ,1597.0,115.0,3494.0,46.0,2,2
911,a668f1,1714079523,KGYR,1714080737,KGYR,VAR512  ,199.0,47.0,1630.0,40.0,3,9
912,a65a45,1714080420,KPHN,1714081163,MI50,N50819  ,8254.0,228.0,4672.0,32.0,3,10
913,a65a45,1714078323,MI50,1714079074,KPHN,N50819  ,8121.0,28.0,2584.0,167.0,3,9
914,a65a45,1714075432,KONZ,1714077193,MI50,N50819  ,1832.0,246.0,4807.0,32.0,1,10
915,a72a96,1714078821,10GA,1714079578,0GE4,N56090  ,3704.0,362.0,795.0,339.0,13,38
916,a7566a,1714075990,KMDW,1714082016,KBED,LXJ572  ,765.0,9.0,2625.0,2.0,0,7
917,a6c1ed,1714080441,KN94,1714082302,KN94,N5342F  ,5015.0,393.0,1634.0,240.0,3,20
918,a6cce2,1714078183,KARB,1714079510,KARB,N53703  ,633.0,42.0,863.0,72.0,1,12
919,a81a83,1714078568,KMLB,1714080629,KX59,N621FT  ,3245.0,111.0,14555.0,235.0,1,7
920,a7d682,1714080558,KACY,1714081727,MD85,JTM604  ,3454.0,251.0,7911.0,896.0,2,22
921,a7d682,1714077691,KDCA,1714079488,89NJ,NLE104  ,874.0,35.0,6363.0,473.0,2,10
922,a9e692,1714081102,04NY,1714082382,CT51,N737RQ  ,6112.0,960.0,11452.0,1036.0,2,11
923,aa2bc5,1714075712,KDEN,1714081873,89TA,UAL1812 ,4704.0,211.0,13688.0,1826.0,4,11
924,aa78de,1714078654,KFFZ,1714082020,KFFZ,N774LA  ,126.0,17.0,715.0,32.0,0,7
925,ab3b1c,1714079921,KNGS,1714081798,K1A4,N8223T  ,3582.0,274.0,7959.0,952.0,4,8
926,aac4c4,1714078038,KBUR,1714081668,KSFO,SKW5887 ,911.0,82.0,1370.0,42.0,2,5
927,aaf6f8,1714080446,KBLM,1714082151,K19N,N8051N  ,230.0,46.0,10686.0,655.0,3,13
928,aaf6f8,1714077157,K19N,1714079724,KBLM,N8051N  ,5889.0,716.0,1372.0,77.0,3,8
929,aaf83c,1714075932,KSBP,1714080294,KPHX,AAL2165 ,4344.0,522.0,612.0,3.0,0,10
930,ac86ac,1714079940,KLAS,1714082331,KLAX,NKS2110 ,1506.0,28.0,2723.0,7.0,2,7
931,ac8932,1714076250,KORD,1714077737,14MI,PDT5689 ,1285.0,6.0,2558.0,60.0,1,9
932,ae1e9c,1714076050,OK50,1714078217,KOKC,BALL71  ,11506.0,1647.0,1725.0,54.0,3,10
933,ae7489,1714078723,KRDU,1714080257,8NC6,ZEUS21  ,1094.0,41.0,19253.0,24.0,1,8
934,c05060,1714077182,CYVR,1714080698,CYYC,ACA212  ,1790.0,186.0,3424.0,74.0,0,5
935,c05f04,1714079730,CYVR,1714080637,CYCD,JZA31   ,1377.0,56.0,1874.0,109.0,0,0
936,c2b049,1714079868,,1714080931,CKU5,APLO14  ,,,18092.0,1176.0,0,2
937,e49af1,1714075413,SBSP,1714076031,SBMT,PROOE   ,5755.0,74.0,9593.0,200.0,1,2
938,345688,1714076827,,1714078782,LEMD,ANE13CR ,,,2486.0,53.0,0,3
939,4007dc,1714076634,EGGD,1714080330,EGPD,LOG6LG  ,219.0,92.0,918.0,79.0,0,0
940,3c65c6,1714077041,EDDF,1714079444,EDDH,DLH6LF  ,866.0,94.0,2992.0,105.0,1,3
941,3c66a3,1714076712,EDDF,1714080369,LIPE,DLH2VT  ,3861.0,79.0,4292.0,213.0,2,0
942,3dd2cf,1714077427,EDOC,1714079716,ETHS,LOKI18  ,3799.0,265.0,1019.0,169.0,0,2
943,4bc854,1714076705,,1714078355,LTFJ,PGT4RH  ,,,8911.0,514.0,0,2
944,4bcda4,1714075653,,1714078960,LTBL,SXS1DG  ,,,7592.0,1397.0,0,3
945,4ca994,1714077692,LIRF,1714079747,LIPE,ITY1321 ,729.0,117.0,4431.0,221.0,0,0
946,7c6282,1714078585,,1714081476,YSSY,QLK14   ,,,2120.0,59.0,0,2
947,7c68a5,1714078595,,1714080629,YBBN,QFA1923 ,,,2066.0,49.0,0,2
948,a01a73,1714076820,KOPF,1714081474,KCRG,N1056B  ,796.0,35.0,4934.0,292.0,2,8
949,a0800d,1714077227,,1714078995,KCIR,N131MT  ,,,18940.0,633.0,0,4
950,a2117a,1714077791,KTOA,1714079499,KCMA,N232RW  ,311.0,6.0,2058.0,67.0,3,2
951,a281a2,1714077511,26MI,1714078215,8MI8,N2602G  ,13801.0,510.0,7062.0,213.0,1,9
952,a1ac09,1714077174,KBVY,1714078188,KPYM,N207AE  ,272.0,13.0,1701.0,145.0,1,5
953,a1e5fa,1714079600,,1714081356,KLGB,N221NX  ,,,1577.0,18.0,0,8
954,a1f4eb,1714078844,KCMI,1714079518,KMTO,N225PT  ,307.0,47.0,6932.0,313.0,3,4
955,a4715c,1714077510,,1714079961,KF49,N3858Q  ,,,3210.0,450.0,0,5
956,a3b171,1714080547,WS09,1714082228,3WI8,N337SS  ,8161.0,535.0,13066.0,601.0,2,15
957,a3d074,1714079581,FA54,1714080753,KTPA,LXJ345  ,8962.0,783.0,2452.0,22.0,0,7
958,a53fd8,1714079289,KRFD,1714081497,KRFD,N43722  ,5767.0,810.0,3901.0,505.0,5,32
959,a5505a,1714075897,,1714078627,KORL,N441WT  ,,,2555.0,95.0,0,6
960,a67b72,1714081010,,1714082155,KLEX,N517AB  ,,,2460.0,1.0,0,7
961,a5d270,1714078351,KUMP,1714080271,49II,N47409  ,1252.0,34.0,4209.0,800.0,2,9
962,a5e8a5,1714079436,KIWA,1714080836,KPAN,N480AM  ,1595.0,58.0,22924.0,881.0,3,0
963,a72ea3,1714076534,KOZW,1714077825,MI55,N562D   ,3233.0,362.0,7497.0,1660.0,2,5
964,a82710,1714079706,KBUR,1714080641,KBUR,        ,961.0,6.0,868.0,23.0,2,4
965,a84e0c,1714077051,KSEA,1714079453,KGEG,QXE2144 ,1360.0,28.0,114.0,22.0,2,16
966,a7ad68,1714078038,TN65,1714078706,KMBT,MTU94   ,8039.0,624.0,9166.0,536.0,2,17
967,a936dd,1714075472,KSFB,1714081889,KSFB,LFA550  ,3203.0,265.0,3423.0,97.0,2,10
968,a95745,1714079315,KSAV,1714081702,KCLT,AAL2366 ,1147.0,190.0,8946.0,343.0,1,7
969,a8c7a1,1714078802,KLAN,1714081163,KMDW,N665JN  ,3998.0,712.0,347.0,97.0,2,2
970,a9d6d5,1714075260,PASX,1714077149,PAWD,N733GQ  ,91.0,49.0,19825.0,1098.0,12,0
971,ab4240,1714078832,3TX9,1714080194,17TX,N8241P  ,2965.0,393.0,12302.0,2103.0,8,9
972,ab6781,1714078742,KOQW,1714080682,KDBQ,N834D   ,1480.0,596.0,550.0,76.0,0,7
973,ab6781,1714075585,KDBQ,1714076452,KOQW,N834D   ,229.0,92.0,3239.0,413.0,1,3
974,ac81ff,1714075318,KMOR,1714076433,KMOR,CAP4105 ,8179.0,643.0,13369.0,895.0,0,4
975,ac9651,1714080454,KTOA,1714081528,KTOA,N91WL   ,98.0,8.0,1157.0,8.0,3,7
976,ad8000,1714077908,KDCU,1714082043,KDCU,N9690U  ,2739.0,261.0,2485.0,109.0,1,5
977,adec71,1714075779,K0I8,1714076999,77KY,N9968V  ,2683.0,145.0,21902.0,655.0,1,0
978,c00bfb,1714075456,CYQT,1714079999,CYWG,WEN3417 ,507.0,77.0,2280.0,89.0,0,4
979,c055d2,1714077904,CYVR,1714078918,,JZA58   ,1104.0,56.0,,,0,0
980,0a80a3,1714076018,,1714081243,KRDU,BHS145  ,,,2556.0,4.0,0,7
981,407567,1714077531,EGAA,1714079521,EGCC,EZY32JM ,3205.0,672.0,695.0,66.0,0,1
982,4b1806,1714079711,LSZH,1714081688,LSGG,SWR96B  ,1185.0,48.0,2281.0,72.0,1,3
983,7cc530,1714078767,YPMQ,1714080797,YPMQ,R1787   ,1577.0,133.0,2108.0,42.0,0,0
984,a01805,1714076259,KDCA,1714079217,KBUF,RPA4484 ,1261.0,10.0,315.0,115.0,0,15
985,a0967f,1714079160,KLAS,1714080536,KU30,N137PH  ,1623.0,66.0,7254.0,655.0,2,1
986,a0967f,1714075417,,1714077459,KLAS,N137PH  ,,,2219.0,36.0,0,3
987,a20a81,1714077661,KMDW,1714081909,KCLT,SWA460  ,1868.0,169.0,11744.0,480.0,0,8
988,a2636c,1714078809,K6I6,1714079804,9OI7,N253JA  ,5119.0,410.0,4888.0,1584.0,1,16
989,a2834c,1714075328,KFFZ,1714081876,KFFZ,N261GB  ,158.0,1.0,1239.0,70.0,0,7
990,a1d890,1714080822,KDEN,1714082021,KCOS,SKW5235 ,4149.0,181.0,1359.0,72.0,4,5
991,a32814,1714075474,KRDU,1714079925,KBNA,EDV5152 ,558.0,10.0,2721.0,30.0,0,3
992,a2c90d,1714080603,,1714081747,KMIA,ENY3605 ,,,4355.0,119.0,0,5
993,a54ea7,1714078218,KVDF,1714078850,FA40,N441DH  ,6565.0,115.0,17692.0,105.0,0,5
994,a6935a,1714078296,KDAB,1714079158,KXFL,JED138  ,252.0,17.0,1876.0,43.0,2,4
995,a5a8c3,1714075352,KWDR,1714076476,1GE7,N464DA  ,2280.0,657.0,7710.0,1447.0,1,7
996,a5d7d8,1714078940,KDAB,1714081872,KDAB,ERU476  ,853.0,10.0,720.0,2.0,2,11
997,a705ee,1714077283,KLGB,1714078994,KLGB,N5513L  ,549.0,48.0,696.0,79.0,3,8
998,a81cf8,1714075896,KMWK,1714077625,NC27,N62147  ,4216.0,335.0,3567.0,496.0,0,5
999,a8ce02,1714076065,KYIP,1714082018,II76,N6668Q  ,12386.0,40.0,13326.0,1606.0,0,5
1000,a9b85b,1714075634,K0A7,1714081652,KORD,RPA3425 ,4356.0,1246.0,5113.0,54.0,5,5
1001,a9c62b,1714075203,KIWA,1714079403,KIWA,NDU729  ,1395.0,112.0,2455.0,81.0,3,6
1002,ab73ca,1714076797,FA54,1714078186,KMIA,EJA837  ,9919.0,1210.0,6273.0,249.0,0,6
1003,aae2b0,1714075961,FD08,1714078498,KTPA,N800JL  ,5766.0,1433.0,2887.0,22.0,3,7
1004,ac9ce4,1714080550,MD22,1714081705,KMTN,TRP9    ,12743.0,513.0,3337.0,85.0,0,9
1005,ac9ce4,1714075827,KMTN,1714077023,62MD,TRP9    ,1455.0,85.0,17614.0,481.0,1,11
1006,abd26b,1714076303,KORF,1714081513,KMCO,SWA2988 ,1729.0,91.0,6472.0,184.0,1,7
1007,ad4062,1714076259,90NY,1714082237,KMMU,CXK643  ,6317.0,92.0,2384.0,49.0,3,5
1008,accfb8,1714079336,KPTB,1714080078,KPTB,N9242V  ,1904.0,245.0,8099.0,428.0,1,4
1009,c05f52,1714076016,CFN7,1714077001,CYBW,CGKCN   ,7278.0,1186.0,676.0,94.0,1,1
1010,c06c45,1714077081,KBED,1714081786,CYYZ,CGPAA   ,729.0,55.0,1756.0,127.0,1,4
1011,c07eee,1714077855,CYYC,1714079039,CRK2,WJA253  ,2105.0,96.0,1313.0,1368.0,0,4
1012,c80336,1714076978,NZRO,1714078333,NZRO,ZKDNT   ,336.0,80.0,2049.0,172.0,0,1
1013,44081d,1714077671,LOWW,1714080446,LYBE,AUA7EG  ,868.0,22.0,342.0,4.0,0,3
1014,44093e,1714076581,,1714080497,LIMC,EJU67CP ,,,1308.0,2.0,0,4
1015,4520ea,1714076343,,1714079722,EDDP,BCS94Q  ,,,1095.0,41.0,0,6
1016,4d226a,1714077264,LIPE,1714079216,,RYR35YR ,2446.0,442.0,,,0,0
1017,899124,1714076070,VHHH,1714080440,RCTP,EVA6538 ,2446.0,90.0,3798.0,142.0,0,1
1018,7c6b36,1714077766,YSSY,1714082198,YMML,JST503  ,308.0,67.0,1897.0,117.0,0,4
1019,a145f4,1714077664,KRAL,1714080979,KRAL,FSP181  ,219.0,1.0,1995.0,47.0,1,8
1020,a152a3,1714077816,8OA9,1714081511,8OA9,N1845V  ,2010.0,77.0,2662.0,138.0,7,20
1021,a15c01,1714076262,KSLC,1714077984,,SKW4323 ,1593.0,29.0,,,1,0
1022,a0fdf8,1714081018,KWHP,1714081646,KSMO,FFL418  ,164.0,31.0,81.0,38.0,2,8
1023,a1b782,1714077211,K4B8,1714080628,6PA6,N21DP   ,10095.0,1028.0,7637.0,1150.0,1,11
1024,a1b9a9,1714076374,06FA,1714080950,K42J,N210BP  ,12108.0,1477.0,8966.0,351.0,0,6
1025,a1d685,1714076431,KBLI,1714077609,KBLI,N21745  ,60.0,161.0,1929.0,131.0,2,9
1026,a2b143,1714077188,KYIP,1714081043,KYIP,N2727M  ,75.0,65.0,2122.0,65.0,2,11
1027,a2eec1,1714080551,34WI,1714081442,KMSN,N2885G  ,14211.0,76.0,1197.0,56.0,0,21
1028,a2eec1,1714077601,KMSN,1714079939,34WI,N2885G  ,905.0,87.0,11686.0,53.0,4,8
1029,a3b0fe,1714079484,KATL,1714081159,KTYS,DAL1629 ,1521.0,136.0,965.0,70.0,1,14
1030,a51f0f,1714078085,KLAS,1714080355,KSNA,SWA495  ,2244.0,5.0,3673.0,120.0,1,2
1031,a550e5,1714081002,KPOC,1714081631,KEMT,N4411X  ,863.0,57.0,350.0,1.0,1,3
1032,a4ca6d,1714078083,KGYR,1714080762,5AZ7,VAR408  ,79.0,47.0,4809.0,777.0,3,7
1033,a6308e,1714077527,PAMR,1714082090,PAMR,N49827  ,405.0,34.0,881.0,26.0,7,20
1034,a5d3fb,1714080636,IN57,1714081751,06IN,ISU7    ,5086.0,967.0,4146.0,1577.0,5,11
1035,a80943,1714076975,KPTW,1714079716,KTTN,N617FG  ,1655.0,81.0,2549.0,95.0,12,19
1036,a90821,1714075384,KSGH,1714080388,MD82,TEK681  ,230.0,23.0,1345.0,813.0,5,8
1037,a96805,1714080701,KSLK,1714081341,VT22,N705KC  ,4018.0,498.0,5116.0,874.0,0,16
1038,a95a83,1714076196,KAVX,1714078826,KVNY,N701YZ  ,377.0,61.0,486.0,46.0,0,3
1039,a96b72,1714078005,NY09,1714079904,KBED,N706GD  ,2676.0,1310.0,2021.0,32.0,3,7
1040,aaab20,1714076377,KMZJ,1714077566,KCGZ,N787GC  ,1722.0,1183.0,3658.0,224.0,2,10
1041,ac8b2e,1714075832,KLAS,1714078388,,SWA2599 ,992.0,43.0,,,2,0
1042,abffca,1714075235,KFFZ,1714078066,KFFZ,N872WT  ,378.0,17.0,879.0,47.0,0,7
1043,ad08b6,1714075694,GA20,1714076777,KCRG,N939SP  ,3739.0,1203.0,5274.0,299.0,1,8
1044,ad5067,1714078086,KAGS,1714079127,SC80,FTH957  ,5405.0,740.0,7330.0,406.0,1,12
1045,ad7d5d,1714078224,0LL5,1714081459,KPRG,N9688Q  ,626.0,53.0,4025.0,318.0,6,6
1046,c0168e,1714075575,CYOW,1714078636,CYTZ,CFIOB   ,782.0,53.0,1125.0,92.0,1,3
1047,c040b8,1714077469,CNC3,1714079606,CYLS,CFYNF   ,408.0,79.0,4224.0,221.0,0,4
1048,c0572b,1714080570,CYCD,1714081741,CYVR,CGHAG   ,13200.0,93.0,11961.0,87.0,0,2
1049,c0572b,1714077846,CYVR,1714078834,CYCD,CGHAG   ,12849.0,117.0,14664.0,63.0,0,0
1050,c05f01,1714078173,CYVR,1714080262,CYVK,JZA274  ,721.0,41.0,17983.0,1923.0,0,1
1051,c07fbe,1714076737,CYYC,1714079570,CYXE,WJA358  ,2369.0,96.0,608.0,60.0,0,2
1052,343386,1714077187,LPPT,1714082287,LEPA,VLG1JX  ,1386.0,175.0,4240.0,159.0,2,1
1053,400db1,1714075953,EDDH,1714080141,EGKK,EZY75XP ,798.0,75.0,4842.0,296.0,1,3
1054,3c654d,1714076353,EDDM,1714081469,EGLL,DLH7TH  ,1226.0,26.0,2294.0,119.0,0,5
1055,a08842,1714075938,KCLE,1714078107,KROC,ERY133  ,5857.0,825.0,1347.0,132.0,2,13
1056,a12186,1714078269,KRDD,1714080011,KRDD,MMY42   ,622.0,9.0,1506.0,36.0,0,3
1057,a0dd42,1714078060,8FD3,1714079095,K2R4,FFS55   ,1852.0,373.0,2139.0,226.0,0,16
1058,a1cc52,1714076796,KLAX,1714077726,KVNY,N215CL  ,1925.0,53.0,716.0,31.0,4,3
1059,a36067,1714076408,KFME,1714080816,KFME,N31669  ,770.0,15.0,835.0,76.0,1,6
1060,a48321,1714075482,KATL,1714078821,KRDU,DAL1097 ,1232.0,60.0,1627.0,48.0,2,7
1061,a608e5,1714079690,9FD2,1714081199,KVDF,N48810  ,2448.0,554.0,2050.0,267.0,3,10
1062,a67395,1714078772,KVNY,1714080898,KSBD,N51467  ,839.0,31.0,12222.0,469.0,2,7
1063,a79e8c,1714078224,8TN6,1714079304,TN65,MTU90   ,2181.0,568.0,3493.0,640.0,6,12
1064,a7efb8,1714076507,KOPF,1714081415,KCHS,N610L   ,1104.0,81.0,4259.0,115.0,2,7
